variable,label,dtype,semantic_type,non_null,missing_pct,unique,min,max,example_values
PRESCR14,,float64,numeric,324,97.9782,4,1.0,5.0,"5.0, 1.0, 2.0, 3.0"
CONTSUB14,,float64,numeric,324,97.9782,5,2.0,7.0,"6.0, 4.0, 7.0, 5.0, 2.0"
COMSTAT14,,float64,numeric,324,97.9782,3,1.0,3.0,"1.0, 2.0, 3.0"
RX14CAT1,,float64,numeric,324,97.9782,97,2.0,519.0,"119.0, 62.0, 274.0, 56.0, 48.0"
RX14CAT2,,float64,numeric,42,99.7379,19,12.0,461.0,"211.0, 340.0, 123.0, 129.0, 117.0"
RX14CAT3,,float64,numeric,4,99.975,3,197.0,265.0,"197.0, 265.0, 204.0"
RX14V1C1,,float64,numeric,324,97.9782,18,1.0,358.0,"115.0, 57.0, 40.0, 81.0, 331.0"
RX14V1C2,,float64,numeric,42,99.7379,11,1.0,242.0,"81.0, 40.0, 122.0, 115.0, 133.0"
RX14V1C3,,float64,numeric,4,99.975,2,57.0,113.0,"57.0, 113.0"
RX14V2C1,,float64,numeric,323,97.9844,64,2.0,519.0,"119.0, 58.0, 47.0, 56.0, 48.0"
RX14V2C2,,float64,numeric,42,99.7379,15,12.0,340.0,"83.0, 340.0, 123.0, 129.0, 117.0"
RX14V2C3,,float64,numeric,4,99.975,3,64.0,265.0,"65.0, 265.0, 64.0"
RX14V3C1,,float64,numeric,176,98.9017,59,59.0,444.0,"62.0, 274.0, 261.0, 368.0, 341.0"
RX14V3C2,,float64,numeric,18,99.8877,10,196.0,461.0,"211.0, 386.0, 292.0, 203.0, 385.0"
RX14V3C3,,float64,numeric,2,99.9875,2,197.0,204.0,"197.0, 204.0"
DRUGID15,,object,categorical/text,272,98.3027,160,,,"d00079, d07660, d03807, d00726, d01456"
PRESCR15,,float64,numeric,272,98.3027,3,1.0,5.0,"1.0, 5.0, 2.0"
CONTSUB15,,float64,numeric,272,98.3027,5,2.0,7.0,"6.0, 2.0, 4.0, 5.0, 7.0"
COMSTAT15,,float64,numeric,272,98.3027,3,1.0,3.0,"1.0, 2.0, 3.0"
RX15CAT1,,float64,numeric,272,98.3027,104,2.0,519.0,"441.0, 181.0, 214.0, 43.0, 368.0"
RX15CAT2,,float64,numeric,46,99.7129,25,12.0,519.0,"519.0, 123.0, 129.0, 198.0, 117.0"
RX15CAT3,,float64,numeric,7,99.9563,4,197.0,270.0,"197.0, 203.0, 270.0, 204.0"
RX15CAT4,,float64,numeric,3,99.9813,2,205.0,445.0,"205.0, 445.0"
RX15V1C1,,float64,numeric,272,98.3027,17,1.0,358.0,"254.0, 122.0, 358.0, 40.0, 331.0"
RX15V1C2,,float64,numeric,46,99.7129,12,1.0,218.0,"113.0, 122.0, 57.0, 115.0, 40.0"
RX15V1C3,,float64,numeric,7,99.9563,2,57.0,105.0,"57.0, 105.0"
RX15V1C4,,float64,numeric,3,99.9813,2,57.0,254.0,"57.0, 254.0"
RX15V2C1,,float64,numeric,272,98.3027,70,2.0,999.0,"104.0, 125.0, 99.0, 43.0, 112.0"
RX15V2C2,,float64,numeric,46,99.7129,19,12.0,519.0,"519.0, 123.0, 129.0, 65.0, 117.0"
RX15V2C3,,float64,numeric,7,99.9563,3,64.0,270.0,"65.0, 64.0, 270.0"
RX15V2C4,,float64,numeric,3,99.9813,2,66.0,104.0,"66.0, 104.0"
RX15V3C1,,float64,numeric,153,99.0452,59,59.0,502.0,"441.0, 181.0, 214.0, 368.0, 178.0"
RX15V3C2,,float64,numeric,20,99.8752,12,185.0,461.0,"198.0, 389.0, 386.0, 211.0, 203.0"
RX15V3C3,,float64,numeric,6,99.9626,3,197.0,204.0,"197.0, 203.0, 204.0"
RX15V3C4,,float64,numeric,3,99.9813,2,205.0,445.0,"205.0, 445.0"
DRUGID16,,object,categorical/text,224,98.6022,138,,,"c00110, d04514, d00732, d08275, d04499"
PRESCR16,,float64,numeric,224,98.6022,4,1.0,5.0,"3.0, 1.0, 5.0, 2.0"
CONTSUB16,,float64,numeric,224,98.6022,5,2.0,7.0,"7.0, 6.0, 4.0, 2.0, 3.0"
COMSTAT16,,float64,numeric,224,98.6022,3,1.0,3.0,"3.0, 1.0, 2.0"
RX16CAT1,,float64,numeric,224,98.6022,94,2.0,519.0,"110.0, 272.0, 42.0, 458.0, 350.0"
RX16CAT2,,float64,numeric,28,99.8253,17,12.0,519.0,"211.0, 303.0, 123.0, 198.0, 196.0"
RX16CAT3,,float64,numeric,4,99.975,3,203.0,265.0,"203.0, 265.0, 204.0"
RX16V1C1,,float64,numeric,224,98.6022,18,1.0,365.0,"105.0, 87.0, 40.0, 358.0, 57.0"
RX16V1C2,,float64,numeric,28,99.8253,10,1.0,358.0,"81.0, 40.0, 122.0, 57.0, 1.0"
RX16V1C3,,float64,numeric,4,99.975,2,57.0,113.0,"57.0, 113.0"
RX16V2C1,,float64,numeric,221,98.6209,66,2.0,519.0,"110.0, 272.0, 42.0, 99.0, 64.0"
RX16V2C2,,float64,numeric,28,99.8253,15,5.0,519.0,"83.0, 303.0, 123.0, 65.0, 53.0"
RX16V2C3,,float64,numeric,4,99.975,2,64.0,265.0,"64.0, 265.0"
RX16V3C1,,float64,numeric,116,99.2761,54,59.0,458.0,"458.0, 350.0, 341.0, 274.0, 311.0"
RX16V3C2,,float64,numeric,12,99.9251,8,185.0,442.0,"211.0, 198.0, 196.0, 239.0, 185.0"
RX16V3C3,,float64,numeric,3,99.9813,2,203.0,204.0,"203.0, 204.0"
DRUGID17,,object,categorical/text,191,98.8081,117,,,"d01018, d00084, d00134, d00346, d04047"
PRESCR17,,float64,numeric,191,98.8081,4,1.0,5.0,"2.0, 1.0, 5.0, 3.0"
CONTSUB17,,float64,numeric,191,98.8081,5,2.0,7.0,"6.0, 2.0, 4.0, 7.0, 5.0"
COMSTAT17,,float64,numeric,191,98.8081,3,1.0,3.0,"1.0, 2.0, 3.0"
RX17CAT1,,float64,numeric,191,98.8081,76,15.0,519.0,"95.0, 301.0, 274.0, 135.0, 51.0"
RX17CAT2,,float64,numeric,21,99.869,12,53.0,386.0,"268.0, 117.0, 385.0, 123.0, 340.0"
RX17V1C1,,float64,numeric,191,98.8081,16,1.0,365.0,"87.0, 97.0, 40.0, 133.0, 242.0"
RX17V1C2,,float64,numeric,21,99.869,6,40.0,218.0,"133.0, 115.0, 40.0, 122.0, 57.0"
RX17V2C1,,float64,numeric,190,98.8144,55,15.0,519.0,"95.0, 98.0, 47.0, 135.0, 51.0"
RX17V2C2,,float64,numeric,21,99.869,11,46.0,340.0,"151.0, 117.0, 46.0, 123.0, 340.0"
RX17V3C1,,float64,numeric,104,99.351,43,59.0,473.0,"301.0, 274.0, 77.0, 458.0, 59.0"
RX17V3C2,,float64,numeric,6,99.9626,5,196.0,386.0,"268.0, 385.0, 386.0, 196.0, 292.0"
DRUGID18,,object,categorical/text,155,99.0328,100,,,"d03180, d00867, d03807, d04289, d03140"
PRESCR18,,float64,numeric,155,99.0328,4,1.0,5.0,"1.0, 5.0, 2.0, 3.0"
CONTSUB18,,float64,numeric,155,99.0328,5,2.0,7.0,"6.0, 2.0, 7.0, 4.0, 5.0"
COMSTAT18,,float64,numeric,155,99.0328,3,1.0,3.0,"1.0, 2.0, 3.0"
RX18CAT1,,float64,numeric,155,99.0328,72,17.0,519.0,"341.0, 195.0, 214.0, 243.0, 120.0"
RX18CAT2,,float64,numeric,14,99.9126,12,53.0,363.0,"238.0, 297.0, 363.0, 53.0, 198.0"
RX18CAT3,,float64,numeric,2,99.9875,2,203.0,265.0,"203.0, 265.0"
RX18V1C1,,float64,numeric,155,99.0328,19,1.0,365.0,"242.0, 57.0, 358.0, 122.0, 115.0"
RX18V1C2,,float64,numeric,14,99.9126,9,1.0,242.0,"1.0, 122.0, 218.0, 40.0, 57.0"
RX18V1C3,,float64,numeric,2,99.9875,2,57.0,113.0,"57.0, 113.0"
RX18V2C1,,float64,numeric,150,99.064,53,7.0,519.0,"251.0, 65.0, 99.0, 243.0, 120.0"
RX18V2C2,,float64,numeric,14,99.9126,11,5.0,363.0,"5.0, 130.0, 363.0, 53.0, 65.0"
RX18V2C3,,float64,numeric,2,99.9875,2,64.0,265.0,"64.0, 265.0"
RX18V3C1,,float64,numeric,78,99.5133,41,38.0,415.0,"341.0, 195.0, 214.0, 180.0, 181.0"
RX18V3C2,,float64,numeric,9,99.9438,8,185.0,299.0,"238.0, 297.0, 198.0, 196.0, 210.0"
DRUGID19,,object,categorical/text,123,99.2324,90,,,"d08369, d00132, d04538, d01013, d00083"
PRESCR19,,float64,numeric,123,99.2324,3,1.0,5.0,"1.0, 5.0, 2.0"
CONTSUB19,,float64,numeric,123,99.2324,4,2.0,6.0,"6.0, 4.0, 2.0, 3.0"
COMSTAT19,,float64,numeric,123,99.2324,2,1.0,2.0,"2.0, 1.0"
RX19CAT1,,float64,numeric,123,99.2324,67,12.0,519.0,"482.0, 53.0, 215.0, 95.0, 345.0"
RX19CAT2,,float64,numeric,24,99.8502,15,53.0,407.0,"388.0, 303.0, 210.0, 198.0, 340.0"
RX19CAT3,,float64,numeric,2,99.9875,2,203.0,204.0,"203.0, 204.0"
RX19V1C1,,float64,numeric,123,99.2324,15,1.0,365.0,"40.0, 358.0, 87.0, 57.0, 133.0"
RX19V1C2,,float64,numeric,24,99.8502,9,40.0,358.0,"40.0, 242.0, 57.0, 122.0, 81.0"
RX19V2C1,,float64,numeric,122,99.2387,48,9.0,519.0,"482.0, 53.0, 99.0, 95.0, 64.0"
RX19V2C2,,float64,numeric,24,99.8502,14,19.0,363.0,"46.0, 303.0, 251.0, 65.0, 340.0"
RX19V3C1,,float64,numeric,59,99.6318,39,59.0,455.0,"215.0, 345.0, 248.0, 195.0, 371.0"
RX19V3C2,,float64,numeric,8,99.9501,7,174.0,407.0,"388.0, 210.0, 198.0, 211.0, 386.0"
RX19V3C3,,float64,numeric,2,99.9875,2,203.0,204.0,"203.0, 204.0"
DRUGID20,,object,categorical/text,108,99.3261,82,,,"d04121, d03692, d00015, a56265, d03641"
PRESCR20,,float64,numeric,108,99.3261,3,1.0,5.0,"1.0, 5.0, 2.0"
CONTSUB20,,float64,numeric,108,99.3261,3,4.0,6.0,"6.0, 4.0, 5.0"
COMSTAT20,,float64,numeric,108,99.3261,2,1.0,2.0,"1.0, 2.0"
RX20CAT1,,float64,numeric,108,99.3261,58,12.0,519.0,"519.0, 110.0, 61.0, 140.0, 248.0"
RX20CAT2,,float64,numeric,8,99.9501,6,53.0,388.0,"320.0, 129.0, 117.0, 388.0, 53.0"
RX20V1C1,,float64,numeric,108,99.3261,15,1.0,358.0,"113.0, 105.0, 57.0, 133.0, 358.0"
RX20V1C2,,float64,numeric,8,99.9501,4,40.0,122.0,"105.0, 122.0, 115.0, 40.0"
RX20V2C1,,float64,numeric,108,99.3261,41,5.0,519.0,"519.0, 110.0, 58.0, 136.0, 99.0"
RX20V2C2,,float64,numeric,8,99.9501,6,46.0,320.0,"320.0, 129.0, 117.0, 46.0, 53.0"
RX20V3C1,,float64,numeric,60,99.6256,36,60.0,502.0,"61.0, 140.0, 248.0, 214.0, 195.0"
DRUGID21,,object,categorical/text,80,99.5008,64,,,"d01013, d03647, d03641, d04057, d04509"
PRESCR21,,float64,numeric,80,99.5008,4,1.0,5.0,"5.0, 2.0, 1.0, 3.0"
CONTSUB21,,float64,numeric,80,99.5008,3,2.0,6.0,"6.0, 2.0, 5.0"
COMSTAT21,,float64,numeric,80,99.5008,2,1.0,2.0,"1.0, 2.0"
RX21CAT1,,float64,numeric,80,99.5008,47,23.0,519.0,"95.0, 135.0, 248.0, 117.0, 467.0"
RX21CAT2,,float64,numeric,9,99.9438,9,53.0,388.0,"192.0, 388.0, 210.0, 53.0, 129.0"
RX21CAT3,,float64,numeric,2,99.9875,2,265.0,270.0,"270.0, 265.0"
RX21V1C1,,float64,numeric,80,99.5008,13,1.0,365.0,"87.0, 133.0, 115.0, 40.0, 242.0"
RX21V1C2,,float64,numeric,9,99.9438,8,40.0,242.0,"105.0, 40.0, 242.0, 122.0, 115.0"
RX21V1C3,,float64,numeric,2,99.9875,2,105.0,113.0,"105.0, 113.0"
RX21V2C1,,float64,numeric,78,99.5133,34,4.0,519.0,"95.0, 135.0, 136.0, 117.0, 55.0"
RX21V2C2,,float64,numeric,9,99.9438,9,46.0,251.0,"192.0, 46.0, 251.0, 53.0, 129.0"
RX21V2C3,,float64,numeric,2,99.9875,2,265.0,270.0,"270.0, 265.0"
RX21V3C1,,float64,numeric,40,99.7504,31,59.0,467.0,"248.0, 467.0, 341.0, 195.0, 60.0"
RX21V3C2,,float64,numeric,4,99.975,4,198.0,388.0,"388.0, 210.0, 198.0, 301.0"
DRUGID22,,object,categorical/text,63,99.6069,52,,,"c00070, d00749, d03833, d03496, d00880"
PRESCR22,,float64,numeric,63,99.6069,4,1.0,5.0,"1.0, 2.0, 5.0, 3.0"
CONTSUB22,,float64,numeric,63,99.6069,4,2.0,7.0,"7.0, 6.0, 2.0, 4.0"
COMSTAT22,,float64,numeric,63,99.6069,3,1.0,3.0,"3.0, 1.0, 2.0"
RX22CAT1,,float64,numeric,63,99.6069,42,14.0,519.0,"70.0, 180.0, 345.0, 95.0, 208.0"
RX22CAT2,,float64,numeric,10,99.9376,8,129.0,388.0,"239.0, 210.0, 220.0, 129.0, 211.0"
RX22V1C1,,float64,numeric,63,99.6069,12,1.0,358.0,"57.0, 122.0, 87.0, 242.0, 40.0"
RX22V1C2,,float64,numeric,10,99.9376,7,1.0,242.0,"1.0, 242.0, 218.0, 122.0, 81.0"
RX22V2C1,,float64,numeric,63,99.6069,27,7.0,519.0,"67.0, 125.0, 64.0, 95.0, 249.0"
RX22V2C2,,float64,numeric,10,99.9376,8,5.0,363.0,"5.0, 251.0, 220.0, 129.0, 83.0"
RX22V3C1,,float64,numeric,35,99.7816,28,59.0,502.0,"70.0, 180.0, 345.0, 208.0, 274.0"
RX22V3C2,,float64,numeric,6,99.9626,5,198.0,388.0,"239.0, 210.0, 211.0, 388.0, 198.0"
DRUGID23,,object,categorical/text,54,99.663,44,,,"d00233, d00749, d03130, d00425, d00134"
PRESCR23,,float64,numeric,54,99.663,3,1.0,5.0,"1.0, 5.0, 2.0"
CONTSUB23,,float64,numeric,54,99.663,3,2.0,6.0,"2.0, 6.0, 4.0"
COMSTAT23,,float64,numeric,54,99.663,2,1.0,2.0,"1.0, 2.0"
RX23CAT1,,float64,numeric,54,99.663,33,48.0,502.0,"60.0, 180.0, 119.0, 88.0, 274.0"
RX23CAT2,,float64,numeric,8,99.9501,6,117.0,386.0,"117.0, 210.0, 340.0, 129.0, 198.0"
RX23CAT3,,float64,numeric,2,99.9875,2,203.0,204.0,"204.0, 203.0"
RX23V1C1,,float64,numeric,54,99.663,11,1.0,365.0,"57.0, 122.0, 115.0, 87.0, 40.0"
RX23V1C2,,float64,numeric,8,99.9501,5,40.0,242.0,"115.0, 242.0, 40.0, 122.0, 57.0"
RX23V2C1,,float64,numeric,53,99.6693,21,9.0,272.0,"58.0, 125.0, 119.0, 88.0, 47.0"
RX23V2C2,,float64,numeric,8,99.9501,6,46.0,340.0,"117.0, 251.0, 340.0, 129.0, 65.0"
RX23V3C1,,float64,numeric,32,99.8003,24,60.0,502.0,"60.0, 180.0, 274.0, 196.0, 155.0"
RX23V3C2,,float64,numeric,3,99.9813,3,198.0,386.0,"210.0, 198.0, 386.0"
RX23V3C3,,float64,numeric,2,99.9875,2,203.0,204.0,"204.0, 203.0"
DRUGID24,,object,categorical/text,37,99.7691,31,,,"d00170, a56265, d05346, d03195, d03496"
PRESCR24,,float64,numeric,37,99.7691,3,1.0,5.0,"5.0, 2.0, 1.0"
CONTSUB24,,float64,numeric,37,99.7691,2,4.0,6.0,"6.0, 4.0"
COMSTAT24,,float64,numeric,37,99.7691,2,1.0,2.0,"1.0, 2.0"
RX24CAT1,,float64,numeric,37,99.7691,26,45.0,435.0,"62.0, 140.0, 335.0, 268.0, 95.0"
RX24CAT2,,float64,numeric,7,99.9563,6,53.0,292.0,"211.0, 292.0, 123.0, 53.0, 198.0"
RX24CAT3,,float64,numeric,2,99.9875,2,197.0,203.0,"197.0, 203.0"
RX24V1C1,,float64,numeric,37,99.7691,13,1.0,358.0,"57.0, 133.0, 331.0, 87.0, 242.0"
RX24V1C2,,float64,numeric,7,99.9563,5,40.0,133.0,"81.0, 133.0, 122.0, 40.0, 57.0"
RX24V2C1,,float64,numeric,37,99.7691,20,4.0,435.0,"58.0, 136.0, 112.0, 151.0, 95.0"
RX24V2C2,,float64,numeric,7,99.9563,5,53.0,136.0,"83.0, 136.0, 123.0, 53.0, 65.0"
RX24V2C3,,float64,numeric,2,99.9875,2,64.0,65.0,"65.0, 64.0"
RX24V3C1,,float64,numeric,24,99.8502,18,61.0,368.0,"62.0, 140.0, 335.0, 268.0, 306.0"
RX24V3C2,,float64,numeric,5,99.9688,4,196.0,292.0,"211.0, 292.0, 198.0, 196.0"
RX24V3C3,,float64,numeric,2,99.9875,2,197.0,203.0,"197.0, 203.0"
DRUGID25,,object,categorical/text,29,99.819,27,,,"d04258, a51675, d00321, d03140, d09467"
PRESCR25,,float64,numeric,29,99.819,3,1.0,5.0,"1.0, 5.0, 2.0"
CONTSUB25,,float64,numeric,29,99.819,3,2.0,6.0,"6.0, 2.0, 4.0"
COMSTAT25,,float64,numeric,29,99.819,2,1.0,2.0,"1.0, 2.0"
RX25CAT1,,float64,numeric,29,99.819,21,2.0,502.0,"211.0, 117.0, 45.0, 120.0, 502.0"
RX25CAT2,,float64,numeric,4,99.975,4,12.0,385.0,"53.0, 180.0, 12.0, 385.0"
RX25V1C1,,float64,numeric,29,99.819,10,1.0,242.0,"81.0, 115.0, 40.0, 57.0, 97.0"
RX25V1C2,,float64,numeric,4,99.975,3,1.0,122.0,"40.0, 122.0, 1.0"
RX25V2C1,,float64,numeric,29,99.819,18,2.0,251.0,"83.0, 117.0, 45.0, 120.0, 58.0"
RX25V2C2,,float64,numeric,4,99.975,4,12.0,125.0,"53.0, 125.0, 12.0, 46.0"
RX25V3C1,,float64,numeric,16,99.9002,12,60.0,502.0,"211.0, 502.0, 60.0, 301.0, 197.0"
RX25V3C2,,float64,numeric,2,99.9875,2,180.0,385.0,"180.0, 385.0"
DRUGID26,,object,categorical/text,20,99.8752,20,,,"d07705, d04514, d00002, d00052, d04258"
PRESCR26,,float64,numeric,20,99.8752,2,1.0,5.0,"1.0, 5.0"
COMSTAT26,,float64,numeric,20,99.8752,2,1.0,2.0,"1.0, 2.0"
RX26CAT1,,float64,numeric,20,99.8752,18,16.0,387.0,"341.0, 272.0, 387.0, 161.0, 211.0"
RX26CAT2,,float64,numeric,3,99.9813,3,53.0,385.0,"53.0, 239.0, 385.0"
RX26V1C1,,float64,numeric,20,99.8752,10,1.0,358.0,"242.0, 87.0, 40.0, 1.0, 81.0"
RX26V1C2,,float64,numeric,3,99.9813,2,1.0,40.0,"40.0, 1.0"
RX26V2C1,,float64,numeric,20,99.8752,18,7.0,272.0,"251.0, 272.0, 46.0, 9.0, 83.0"
RX26V2C2,,float64,numeric,3,99.9813,3,5.0,53.0,"53.0, 5.0, 46.0"
RX26V3C1,,float64,numeric,9,99.9438,9,161.0,387.0,"341.0, 387.0, 161.0, 211.0, 180.0"
RX26V3C2,,float64,numeric,2,99.9875,2,239.0,385.0,"239.0, 385.0"
DRUGID27,,object,categorical/text,14,99.9126,12,,,"d04929, d00345, d00149, d00689, d00321"
PRESCR27,,float64,numeric,14,99.9126,2,1.0,5.0,"1.0, 5.0"
CONTSUB27,,float64,numeric,14,99.9126,2,4.0,6.0,"6.0, 4.0"
RX27CAT1,,float64,numeric,14,99.9126,11,45.0,264.0,"264.0, 117.0, 69.0, 48.0, 45.0"
RX27CAT2,,float64,numeric,5,99.9688,4,53.0,385.0,"198.0, 53.0, 385.0, 123.0"
RX27CAT3,,float64,numeric,2,99.9875,2,197.0,203.0,"203.0, 197.0"
RX27V1C1,,float64,numeric,14,99.9126,5,40.0,115.0,"113.0, 115.0, 57.0, 40.0, 105.0"
RX27V1C2,,float64,numeric,5,99.9688,3,40.0,122.0,"57.0, 40.0, 122.0"
RX27V2C1,,float64,numeric,14,99.9126,9,45.0,264.0,"264.0, 117.0, 67.0, 48.0, 45.0"
RX27V2C2,,float64,numeric,5,99.9688,4,46.0,123.0,"65.0, 53.0, 46.0, 123.0"
RX27V2C3,,float64,numeric,2,99.9875,2,64.0,65.0,"64.0, 65.0"
RX27V3C1,,float64,numeric,5,99.9688,5,69.0,197.0,"69.0, 195.0, 70.0, 156.0, 197.0"
RX27V3C2,,float64,numeric,2,99.9875,2,198.0,385.0,"198.0, 385.0"
RX27V3C3,,float64,numeric,2,99.9875,2,197.0,203.0,"203.0, 197.0"
DRUGID28,,object,categorical/text,12,99.9251,11,,,"d04851, d07721, d00321, d00867, d00438"
PRESCR28,,float64,numeric,12,99.9251,2,1.0,5.0,"1.0, 5.0"
RX28CAT1,,float64,numeric,12,99.9251,9,45.0,272.0,"173.0, 211.0, 45.0, 195.0, 117.0"
RX28CAT2,,float64,numeric,5,99.9688,4,53.0,388.0,"53.0, 129.0, 388.0, 219.0"
RX28V1C1,,float64,numeric,12,99.9251,7,1.0,358.0,"358.0, 81.0, 40.0, 57.0, 115.0"
RX28V1C2,,float64,numeric,5,99.9688,3,40.0,218.0,"40.0, 122.0, 218.0"
RX28V2C1,,float64,numeric,12,99.9251,9,9.0,272.0,"19.0, 83.0, 45.0, 65.0, 117.0"
RX28V2C2,,float64,numeric,5,99.9688,4,46.0,219.0,"53.0, 129.0, 46.0, 219.0"
RX28V3C1,,float64,numeric,5,99.9688,5,70.0,211.0,"173.0, 211.0, 195.0, 161.0, 70.0"
DRUGID29,,object,categorical/text,5,99.9688,5,,,"d04102, d03431, d03768, d03669, d00328"
PRESCR29,,float64,numeric,5,99.9688,3,1.0,5.0,"1.0, 5.0, 2.0"
CONTSUB29,,float64,numeric,5,99.9688,2,2.0,6.0,"6.0, 2.0"
COMSTAT29,,float64,numeric,5,99.9688,2,1.0,2.0,"1.0, 2.0"
RX29CAT1,,float64,numeric,5,99.9688,5,168.0,453.0,"178.0, 191.0, 168.0, 453.0, 264.0"
RX29V1C1,,float64,numeric,5,99.9688,3,57.0,133.0,"57.0, 133.0, 113.0"
RX29V2C1,,float64,numeric,5,99.9688,5,58.0,264.0,"73.0, 58.0, 147.0, 136.0, 264.0"
RX29V3C1,,float64,numeric,4,99.975,4,168.0,453.0,"178.0, 191.0, 168.0, 453.0"
CSTRATM,,float64,numeric,16025,0.0,8,20122201.0,40400000.0,"20122201.0, 40100000.0"
CPSUM,,float64,numeric,16025,0.0,122,1.0,100185.0,"100001.0, 100002.0, 100003.0, 4.0, 100005.0"
PATWT,,float64,numeric,16025,0.0,249,89.85488,57925.50019,"3665.56954, 1666.42776, 5554.75922, 833.21388, 6026.75724"
EDWT,,float64,numeric,188,98.8268,149,1.52202,104.49268,"8.36413, 4.06654, 16.0541, 19.94088, 18.75744"
BOARDED,,float64,numeric,1673,89.5601,479,0.0,4206.0,"0.0, 185.0, 1138.0, 1240.0, 1100.0"
ARRTIME_ts,,datetime64[ns],datetime,15782,1.5164,1437,,,"2022-01-01T06:04:00.000000000, 2022-01-01T10:53:00.000000000, 2022-01-01T14:19:00.000000000, 2022-01-01T18:25:00.000000000, 2022-01-01T22:43:00.000000000"
ARR_HOUR,,float64,numeric,15782,1.5164,24,0.0,23.0,"6.0, 10.0, 14.0, 18.0, 22.0"
AGE_YEARS,,float64,numeric,16025,0.0,337,0.0027378507871321013,94.0,"23.0, 15.0, 19.0, 0.8158795345653662, 18.0"
